
Comand Not Found
> send
******** Send Data ********
JYRO_X	JYRO_Y	ACCE_X	ACCE_Z
-6	53	-5	53
-5	49	-5	49
-5	45	-5	45
-5	40	-5	40
-4	35	-5	35
-2	29	-2	29
0	25	-2	25
1	21	1	21
3	17	1	17
5	14	5	14
7	10	5	10
8	6	8	6
9	2	8	2
10	-1	8	-1
11	-5	11	-5
11	-9	11	-9
12	-14	11	-14
12	-20	11	-20
12	-27	11	-27
11	-35	11	-35
9	-44	11	-44
7	-52	7	-52
4	-61	4	-61
2	-70	4	-70
0	-79	0	-79
-3	-87	-3	-87
-5	-94	-3	-94
-6	-102	-6	-102
-8	-110	-6	-110
-10	-119	-10	-119
-11	-127	-10	-127
-12	-133	-10	-133
-12	-138	-10	-138
-12	-140	-10	-138
-12	-140	-10	-138
-10	-139	-10	-138
-9	-138	-10	-138
-7	-136	-7	-138
-6	-134	-7	-134
-5	-133	-7	-134
-4	-131	-4	-131
-4	-130	-4	-131
-4	-128	-4	-128
-4	-126	-4	-128
-4	-123	-4	-123
-4	-118	-4	-118
-5	-113	-4	-113
-6	-108	-4	-108
-7	-104	-7	-104
-8	-100	-7	-100
-8	-96	-7	-96
-10	-91	-10	-91
-11	-85	-10	-85
-12	-79	-10	-79
-12	-73	-10	-73
-12	-66	-10	-66
-12	-60	-10	-60
-10	-56	-10	-56
-8	-56	-10	-56
-7	-55	-7	-56
-6	-52	-7	-52
-4	-50	-4	-52
-4	-48	-4	-48
-3	-45	-4	-45
-2	-42	-4	-42
-1	-39	-1	-39
-1	-37	-1	-39
0	-35	-1	-35
0	-34	-1	-35
1	-34	-1	-35
2	-34	2	-35
3	-35	2	-35
3	-33	2	-35
3	-30	2	-30
2	-24	2	-24
1	-18	2	-18
1	-15	2	-15
1	-11	2	-11
1	-8	2	-8
1	-7	2	-8
1	-6	2	-8
1	-6	2	-8
1	-6	2	-8
1	-5	2	-5
1	-5	2	-5
1	-3	2	-5
1	-2	2	-2
1	0	2	-2
1	0	2	-2
1	0	2	-2
1	0	2	-2
1	0	2	-2
1	-1	2	-2
1	-1	2	-2
1	-1	2	-2
2	-1	2	-2
2	-2	2	-2
2	-2	2	-2
2	-2	2	-2
2	-2	2	-2
2	-1	2	-2
2	-1	2	-2
2	-1	2	-2
2	-1	2	-2
2	-1	2	-2
2	-1	2	-2
2	-1	2	-2
1	-1	2	-2
1	-1	2	-2
1	0	2	-2
1	0	2	-2
1	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
0	0	2	-2
1	0	2	-2
2	0	2	-2
3	0	2	-2
4	0	2	-2
6	0	6	-2
10	0	10	-2
13	0	13	-2
17	0	17	-2
22	0	22	-2
27	0	27	-2
31	0	31	-2
36	-2	36	-2
41	-2	41	-2
47	-2	47	-2
53	-2	53	-2
59	-2	59	-2
65	-2	65	-2
70	-1	70	-2
76	-1	76	-2
81	0	81	-2
85	0	85	-2
88	0	88	-2
91	1	91	1
92	2	91	1
94	4	94	4
96	4	94	4
98	5	98	4
101	6	101	4
104	6	104	4
107	7	107	7
108	7	107	7
108	7	107	7
106	6	107	7
104	5	104	7
102	3	104	3
101	2	101	3
100	2	101	3
99	1	101	3
98	0	98	0
97	-1	98	0
96	-2	98	0
95	-3	95	-3
92	-3	92	-3
90	-3	92	-3
87	-4	87	-3
84	-4	84	-3
81	-4	81	-3
79	-4	81	-3
79	-4	81	-3
78	-3	78	-3
78	-3	78	-3
77	-2	78	-3
75	-2	75	-3
73	-2	75	-3
71	-2	71	-3
69	-2	71	-3
68	-2	68	-3
66	-2	68	-3
65	-2	65	-3
63	-2	65	-3
60	-1	60	-3
59	-1	60	-3
57	-2	57	-3
56	-2	57	-3
54	-2	54	-3
52	-1	54	-3
50	-1	50	-3
48	-1	50	-3
46	-1	46	-3
44	-1	46	-3
41	-1	41	-3
39	-1	41	-3
36	0	36	0
34	0	36	0
31	0	31	0
29	0	31	0
26	0	26	0
24	0	26	0
21	0	21	0
19	0	21	0
16	0	16	0
14	0	16	0
12	0	12	0
10	0	12	0
8	0	8	0
6	0	8	0
3	0	3	0
1	0	3	0
0	0	0	0
-3	0	-3	0
-6	0	-6	0
-9	1	-9	0
-12	1	-12	0
-15	1	-15	0
-18	2	-18	0
-21	2	-21	0
-24	2	-24	0
-28	2	-28	0
-32	2	-32	0
-35	1	-35	0
-39	1	-39	0
-43	1	-43	0
-47	1	-47	0
-51	1	-51	0
-55	1	-55	0
-60	0	-60	0
-64	0	-64	0
-69	0	-69	0
-73	0	-73	0
-78	0	-78	0
-83	0	-83	0
-89	0	-89	0
-94	0	-94	0
-99	0	-99	0
-103	0	-103	0
-107	0	-107	0
-111	0	-111	0
-113	-1	-111	0
-116	-2	-116	0
-117	-3	-116	-3
-118	-6	-116	-6
-118	-7	-116	-6
-118	-7	-116	-6
-116	-8	-116	-6
-114	-9	-116	-9
-111	-9	-111	-9
-108	-9	-108	-9
-106	-11	-108	-9
-103	-12	-103	-12
-100	-14	-100	-12
-98	-15	-100	-15
-94	-14	-94	-15
-92	-14	-94	-15
-90	-15	-90	-15
-88	-8	-90	-8
-87	-1	-87	-1
-82	2	-82	2
-75	3	-75	2
-69	3	-69	2
-64	4	-64	2
-59	5	-59	5
-55	5	-55	5
-50	6	-50	5
-44	7	-44	5
-38	9	-38	9
-33	11	-33	9
-27	12	-27	12
-23	12	-23	12
-16	12	-16	12
-12	14	-12	12
-7	7	-7	7
-2	2	-2	2
-1	0	-2	2
-2	0	-2	2
-2	0	-2	2
-3	0	-2	2
-4	0	-2	2
-4	-1	-2	-1
-5	-1	-5	-1
-5	-1	-5	-1
-5	-1	-5	-1
-5	-1	-5	-1
-5	-1	-5	-1
-6	-1	-5	-1
-6	-2	-5	-1
-7	-2	-5	-1
-8	-2	-8	-1
-9	-2	-8	-1
-12	-2	-12	-1
-16	-2	-16	-1
-23	-2	-23	-1
-32	-3	-32	-1
-43	-6	-43	-6
-54	-6	-54	-6
-64	-6	-64	-6
-72	-6	-72	-6
-80	-6	-80	-6
-86	-7	-86	-6
-92	-8	-92	-6
-98	-9	-98	-9
-104	-10	-104	-9
-108	-10	-108	-9
-109	-11	-108	-9
-111	-11	-111	-9
-111	-12	-111	-12
-110	-12	-111	-12
-107	-13	-107	-12
-101	-12	-101	-12
-93	-10	-93	-12
-86	-10	-86	-12
-80	-9	-80	-9
-75	-8	-75	-9
-71	-7	-71	-9
-69	-5	-71	-5
-67	-4	-67	-5
-65	-2	-67	-2
-62	-1	-62	-2
-61	-1	-62	-2
-61	0	-62	-2
-61	0	-62	-2
-61	0	-62	-2
-60	1	-62	1
-58	3	-58	1
-57	5	-58	5
-56	6	-58	5
-54	6	-54	5
-52	6	-54	5
-51	6	-51	5
-49	5	-51	5
-46	4	-46	5
-43	4	-43	5
-42	3	-43	5
-40	4	-40	5
-39	4	-40	5
-37	4	-37	5
-35	3	-37	5
-34	3	-34	5
-33	3	-34	5
-32	2	-34	2
-32	1	-34	2
-31	0	-31	2
-31	0	-31	2
-31	0	-31	2
-32	0	-31	2
-33	-1	-31	-1
-34	-1	-34	-1
-34	-1	-34	-1
-34	-1	-34	-1
-33	-2	-34	-1
-33	-2	-34	-1
-33	-2	-34	-1
-33	-1	-34	-1
-34	-1	-34	-1
-35	0	-34	-1
-35	0	-34	-1
-35	0	-34	-1
-35	-1	-34	-1
-34	-1	-34	-1
-33	-1	-34	-1
-32	-1	-34	-1
-31	-1	-31	-1
-30	-1	-31	-1
-29	-2	-31	-1
-30	-1	-31	-1
-30	-1	-31	-1
-31	0	-31	-1
-32	0	-31	-1
-32	0	-31	-1
-31	0	-31	-1
-31	0	-31	-1
-31	0	-31	-1
-32	0	-31	-1
-33	1	-31	-1
-34	2	-34	2
-35	2	-34	2
-37	3	-37	2
-39	4	-37	2
-41	4	-41	2
-42	4	-41	2
-44	4	-44	2
-45	4	-44	2
-47	4	-47	2
-48	4	-47	2
-49	4	-47	2
-51	4	-51	2
-52	4	-51	2
-53	3	-51	2
-53	3	-51	2
-54	3	-54	2
-54	3	-54	2
-55	2	-54	2
-56	2	-54	2
-56	2	-54	2
-56	2	-54	2
-56	2	-54	2
-56	2	-54	2
-56	2	-54	2
-55	2	-54	2
-55	1	-54	2
-54	1	-54	2
-54	1	-54	2
-54	1	-54	2
-53	1	-54	2
-53	0	-54	2
-55	0	-54	2
-57	1	-57	2
-58	1	-57	2
-58	1	-57	2
-58	1	-57	2
-56	2	-57	2
-55	3	-57	2
-53	3	-53	2
-52	3	-53	2
-51	3	-53	2
-51	3	-53	2
-51	3	-53	2
-51	3	-53	2
-50	3	-50	2
-49	3	-50	2
-46	3	-46	2
-43	2	-43	2
-39	2	-39	2
-35	1	-35	2
-33	0	-35	2
-31	0	-31	2
-29	0	-31	2
-27	-1	-27	-1
-25	-2	-27	-1
-24	-3	-24	-1
-22	-3	-24	-1
-19	-2	-19	-1
-16	-2	-16	-1
-13	-2	-13	-1
-11	-2	-13	-1
-9	-1	-9	-1
-8	-1	-9	-1
-7	0	-9	-1
-5	0	-5	-1
-3	0	-5	-1
-2	0	-2	-1
-1	1	-2	-1
0	1	-2	-1
0	1	-2	-1
0	1	-2	-1
0	1	-2	-1
0	2	-2	2
1	1	1	2
1	1	1	2
1	1	1	2
1	1	1	2
1	1	1	2
2	1	1	2
2	0	1	2
2	0	1	2
2	0	1	2
2	0	1	2
2	0	1	2
3	0	1	2
3	0	1	2
3	0	1	2
3	0	1	2
3	0	1	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
4	0	4	2
3	0	4	2
3	0	4	2
3	1	4	2
2	1	4	2
2	1	4	2
1	0	1	2
1	0	1	2
0	0	1	2
0	0	1	2
0	0	1	2
-1	0	1	2
-1	0	1	2
-2	0	-2	2
-2	0	-2	2
-2	0	-2	2
-3	0	-2	2
-3	0	-2	2
-3	0	-2	2
-3	0	-2	2
-3	0	-2	2
-2	0	-2	2
-2	0	-2	2
-2	0	-2	2
-1	0	-2	2
-1	0	-2	2
-1	0	-2	2
0	0	-2	2
0	0	-2	2
0	0	-2	2
0	0	-2	2
0	0	-2	2
0	0	-2	2
1	0	1	2
1	0	1	2
1	0	1	2
2	0	1	2
2	0	1	2
2	0	1	2
3	0	1	2
3	0	1	2
4	0	4	2
4	0	4	2
5	0	4	2
6	0	4	2
7	0	7	2
8	0	7	2
9	0	7	2
10	0	10	2
11	0	10	2
13	0	13	2
14	0	13	2
16	0	16	2
17	-1	16	-1
19	-1	19	-1
21	-1	19	-1
23	-1	23	-1
25	-1	23	-1
27	-1	27	-1
29	-1	27	-1
31	-2	31	-1
33	-2	31	-1
35	-2	35	-1
38	-2	38	-1
40	-2	38	-1
43	-2	43	-1
46	-3	46	-1
49	-3	49	-1
53	-3	53	-1
56	-3	56	-1
60	-3	60	-1
63	-3	63	-1
66	-3	66	-1
70	-3	70	-1
74	-3	74	-1
79	-3	79	-1
83	-4	83	-4
88	-4	88	-4
92	-4	92	-4
97	-3	97	-4
102	-5	102	-4
106	-6	106	-4
110	-6	110	-4
113	-5	113	-4
116	-5	116	-4
120	-5	120	-4
123	-6	123	-4
126	-6	126	-4
128	-7	126	-7
130	-6	130	-7
132	-5	130	-7
133	-4	133	-4
133	-3	133	-4
133	-3	133	-4
132	-2	133	-4
130	-3	130	-4
129	0	130	0
128	1	130	0
127	2	127	0
126	2	127	0
124	2	124	0
121	2	121	0
119	3	121	3
116	6	116	6
113	7	113	6
110	5	110	6
108	4	110	6
106	2	106	2
103	2	103	2
101	3	103	2
99	4	99	2
97	3	99	2
95	2	95	2
93	1	95	2
90	0	90	2
87	0	87	2
84	0	84	2
83	0	84	2
82	0	84	2
80	-1	80	-1
79	-1	80	-1
79	-1	80	-1
77	0	77	-1
76	1	77	-1
74	2	74	2
71	0	71	2
66	-2	66	-2
61	-1	61	-2
56	-1	56	-2
51	0	51	-2
47	-1	47	-2
43	0	43	-2
39	-1	39	-2
34	-2	34	-2
29	0	29	-2
25	-1	25	-2
20	0	20	-2
15	-2	15	-2
11	-3	11	-2
6	-3	6	-2
2	-4	2	-2
0	-1	2	-2
0	-2	2	-2
0	-1	2	-2
0	-2	2	-2
0	-4	2	-2
0	-3	2	-2
0	-5	2	-5
0	-3	2	-5
0	-4	2	-5
0	-4	2	-5
0	-5	2	-5
0	-6	2	-5
0	-5	2	-5
0	-6	2	-5
0	-4	2	-5
0	-5	2	-5
0	-5	2	-5
0	-5	2	-5
0	-7	2	-5
0	-4	2	-5
0	-5	2	-5
0	-2	2	-2
0	-3	2	-2
0	-3	2	-2
0	-3	2	-2
0	-5	2	-5
0	-1	2	-1
0	-2	2	-1
0	0	2	-1
0	-1	2	-1
0	-2	2	-1
0	-1	2	-1
0	-3	2	-1
1	-1	2	-1
2	-3	2	-1
2	-3	2	-1
2	-4	2	-4
2	-6	2	-4
1	-3	2	-4
0	-3	2	-4
0	0	2	0
0	0	2	0
0	-1	2	0
0	-1	2	0
0	-4	2	-4
0	-2	2	-4
0	-2	2	-4
0	-1	2	-1
0	0	2	-1
-1	1	-1	-1
-2	5	-1	5
-3	5	-1	5
-4	8	-4	8
-3	7	-4	8
-2	6	-4	8
-1	5	-1	5
0	3	-1	5
0	5	-1	5
0	3	-1	5
0	5	-1	5
0	5	-1	5
0	5	-1	5
0	5	-1	5
0	4	-1	5
0	2	-1	2
0	0	-1	2
0	-3	-1	-3
0	-4	-1	-3
1	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-5	-1	-3
0	-4	-1	-3
0	-3	-1	-3
0	-2	-1	-3
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0
0	0	-1	0

Comand Not Found
> 0	0	-1	0
