pwm値	ロリコン出力値	速度	20区間速度平均	20区間速度平均％表示		
29160	1851	4	2.766169154	75.441 		
29180	1855	4	2.766169154	75.441 		
29200	1859	3	2.756218905	75.170 		
29220	1862	1	2.756218905	75.170 		
29240	1863	2	2.76119403	75.305 		
29260	1865	4	2.766169154	75.441 		
29280	1869	3	2.756218905	75.170 		
29300	1872	1	2.756218905	75.170 		
29320	1873	5	2.76119403	75.305 		
29340	1878	1	2.751243781	75.034 		
29360	1879	1	2.756218905	75.170 		
29380	1880	4	2.766169154	75.441 		
29400	1884	4	2.756218905	75.170 		
29420	1888	3	2.751243781	75.034 		
29440	1891	1	2.756218905	75.170 		
29460	1892	1	2.76119403	75.305 		
29480	1893	2	2.776119403	75.712 		
29500	1895	4	2.771144279	75.577 		
29520	1899	3	2.76119403	75.305 		
29540	1902	1	2.766169154	75.441 		
29560	1903	2	2.771144279	75.577 		
29580	1905	4	2.776119403	75.712 		
29600	1909	3	2.766169154	75.441 		
29620	1912	1	2.766169154	75.441 		
29640	1913	2	2.781094527	75.848 		
29660	1915	3	2.786069652	75.984 		
29680	1918	1	2.786069652	75.984 		
29700	1919	2	2.786069652	75.984 		
29720	1921	4	2.7960199	76.255 		
29740	1925	3	2.786069652	75.984 		
29760	1928	1	2.791044776	76.119 		
29780	1929	4	2.7960199	76.255 		
29800	1933	4	2.781094527	75.848 		
29820	1937	3	2.771144279	75.577 		
29840	1940	2	2.766169154	75.441 		
29860	1942	4	2.771144279	75.577 		
29880	1946	1	2.771144279	75.577 		
29900	1947	2	2.781094527	75.848 		
29920	1949	4	2.791044776	76.119 		
29940	1953	3	2.781094527	75.848 		
29960	1956	1	2.781094527	75.848 		
29980	1957	1	2.781094527	75.848 		
30000	1958	3	2.791044776	76.119 		
30020	1961	4	2.786069652	75.984 		
30040	1965	1	2.781094527	75.848 		
30060	1966	1	2.786069652	75.984 		
30080	1967	4	2.7960199	76.255 		
30100	1971	3	2.786069652	75.984 		
30120	1974	1	2.786069652	75.984 		
30140	1975	1	2.791044776	76.119 		
30160	1976	5	2.791044776	76.119 		
30180	1981	1	2.786069652	75.984 		
30200	1982	4	2.791044776	76.119 		
30220	1986	4	2.786069652	75.984 		
30240	1990	3	2.786069652	75.984 		
30260	1993	2	2.781094527	75.848 		
30280	1995	4	2.791044776	76.119 		
30300	1999	4	2.781094527	75.848 		
30320	2003	1	2.766169154	75.441 		
30340	2004	4	2.781094527	75.848 		
30360	2008	3	2.771144279	75.577 		
30380	2011	1	2.771144279	75.577 		
30400	2012	2	2.776119403	75.712 		
30420	2014	3	2.781094527	75.848 		
30440	2017	1	2.771144279	75.577 		
30460	2018	2	2.781094527	75.848 		
30480	2020	4	2.791044776	76.119 		
30500	2024	1	2.791044776	76.119 		
30520	2025	2	2.7960199	76.255 		
30540	2027	4	2.800995025	76.391 		
30560	2031	3	2.800995025	76.391 		
30580	2034	1	2.791044776	76.119 		
30600	2035	4	2.800995025	76.391 		
30620	2039	3	2.791044776	76.119 		
30640	2042	1	2.786069652	75.984 		
30660	2043	4	2.800995025	76.391 		
30680	2047	3	2.791044776	76.119 		
30700	2050	4	2.7960199	76.255 		
30720	2054	3	2.7960199	76.255 		
30740	2057	2	2.786069652	75.984 		
30760	2059	4	2.7960199	76.255 		
30780	2063	1	2.786069652	75.984 		
30800	2064	4	2.7960199	76.255 		
30820	2068	1	2.7960199	76.255 		
30840	2069	4	2.810945274	76.662 		
30860	2073	1	2.805970149	76.526 		
30880	2074	2	2.820895522	76.934 		
30900	2076	4	2.825870647	77.069 		
30920	2080	3	2.825870647	77.069 		
30940	2083	4	2.820895522	76.934 		
30960	2087	3	2.815920398	76.798 		
30980	2090	5	2.820895522	76.934 		
31000	2095	4	2.805970149	76.526 		
31020	2099	3	2.800995025	76.391 		
31040	2102	2	2.7960199	76.255 		
31060	2104	3	2.800995025	76.391 		
31080	2107	1	2.805970149	76.526 		
31100	2108	4	2.810945274	76.662 		
31120	2112	4	2.810945274	76.662 		
31140	2116	4	2.810945274	76.662 		
31160	2120	3	2.800995025	76.391 		
31180	2123	4	2.7960199	76.255 		
31200	2127	4	2.791044776	76.119 		
31220	2131	3	2.791044776	76.119 		
31240	2134	4	2.786069652	75.984 		
31260	2138	3	2.776119403	75.712 		
31280	2141	3	2.776119403	75.712 		
31300	2144	2	2.781094527	75.848 		
31320	2146	3	2.786069652	75.984 		
31340	2149	1	2.781094527	75.848 		
31360	2150	4	2.791044776	76.119 		
31380	2154	3	2.791044776	76.119 		
31400	2157	4	2.7960199	76.255 		
31420	2161	3	2.7960199	76.255 		
31440	2164	2	2.786069652	75.984 		
31460	2166	3	2.7960199	76.255 		
31480	2169	2	2.791044776	76.119 		
31500	2171	4	2.786069652	75.984 		
31520	2175	3	2.786069652	75.984 		
31540	2178	4	2.791044776	76.119 		
31560	2182	3	2.791044776	76.119 		
31580	2185	2	2.781094527	75.848 		
31600	2187	2	2.791044776	76.119 		
31620	2189	3	2.791044776	76.119 		
31640	2192	4	2.786069652	75.984 		
31660	2196	3	2.786069652	75.984 		
31680	2199	2	2.781094527	75.848 		
31700	2201	3	2.786069652	75.984 		
31720	2204	2	2.791044776	76.119 		
31740	2206	4	2.791044776	76.119 		
31760	2210	4	2.786069652	75.984 		
31780	2214	3	2.786069652	75.984 		
31800	2217	2	2.776119403	75.712 		
31820	2219	3	2.786069652	75.984 		
31840	2222	2	2.791044776	76.119 		
31860	2224	3	2.791044776	76.119 		
31880	2227	1	2.791044776	76.119 		
31900	2228	2	2.805970149	76.526 		
31920	2230	3	2.805970149	76.526 		
31940	2233	3	2.805970149	76.526 		
31960	2236	3	2.800995025	76.391 		
31980	2239	2	2.805970149	76.526 		
32000	2241	4	2.815920398	76.798 		
32020	2245	2	2.805970149	76.526 		
32040	2247	4	2.800995025	76.391 		
32060	2251	2	2.7960199	76.255 		
32080	2253	4	2.7960199	76.255 		
32100	2257	2	2.791044776	76.119 		
32120	2259	4	2.786069652	75.984 		
32140	2263	2	2.791044776	76.119 		
32160	2265	4	2.791044776	76.119 		
32180	2269	2	2.781094527	75.848 		
32200	2271	4	2.786069652	75.984 		
32220	2275	1	2.786069652	75.984 		
32240	2276	4	2.791044776	76.119 		
32260	2280	3	2.786069652	75.984 		
32280	2283	2	2.786069652	75.984 		
32300	2285	3	2.791044776	76.119 		
32320	2288	1	2.786069652	75.984 		
32340	2289	4	2.7960199	76.255 		
32360	2293	1	2.786069652	75.984 		
32380	2294	4	2.7960199	76.255 		
32400	2298	3	2.7960199	76.255 		
32420	2301	2	2.800995025	76.391 		
32440	2303	3	2.800995025	76.391 		
32460	2306	4	2.805970149	76.526 		
32480	2310	2	2.805970149	76.526 		
32500	2312	3	2.805970149	76.526 		
32520	2315	2	2.805970149	76.526 		
32540	2317	3	2.815920398	76.798 		
32560	2320	2	2.810945274	76.662 		
32580	2322	3	2.810945274	76.662 		
32600	2325	4	2.810945274	76.662 		
32620	2329	1	2.810945274	76.662 		
32640	2330	4	2.815920398	76.798 		
32660	2334	3	2.815920398	76.798 		
32680	2337	2	2.820895522	76.934 		
32700	2339	4	2.815920398	76.798 		
32720	2343	0	2.815920398	76.798 		
32740	2343	5	2.825870647	77.069 		
32760	2348	4	2.815920398	76.798 		
32780	2352	3	2.815920398	76.798 		
32800	2355	4	2.820895522	76.934 		
32820	2359	3	2.810945274	76.662 		
32840	2362	1	2.805970149	76.526 		
32860	2363	4	2.815920398	76.798 		
32880	2367	3	2.805970149	76.526 		
32900	2370	3	2.800995025	76.391 		
32920	2373	4	2.7960199	76.255 		
32940	2377	3	2.786069652	75.984 		
32960	2380	2	2.786069652	75.984 		
32980	2382	4	2.7960199	76.255 		
33000	2386	2	2.786069652	75.984 		
33020	2388	4	2.786069652	75.984 		
33040	2392	1	2.776119403	75.712 		
33060	2393	2	2.781094527	75.848 		
33080	2395	1	2.776119403	75.712 		
33100	2396	4	2.791044776	76.119 		
33120	2400	1	2.781094527	75.848 		
33140	2401	4	2.781094527	75.848 		
33160	2405	2	2.781094527	75.848 		
33180	2407	4	2.781094527	75.848 		
33200	2411	2	2.781094527	75.848 		
33220	2413	3	2.781094527	75.848 		
33240	2416	2	2.771144279	75.577 		
33260	2418	3	2.781094527	75.848 		
33280	2421	2	2.776119403	75.712 		
33300	2423	3	2.776119403	75.712 		
33320	2426	2	2.776119403	75.712 		
33340	2428	3	2.786069652	75.984 		
33360	2431	2	2.781094527	75.848 		
33380	2433	3	2.786069652	75.984 		
33400	2436	2	2.791044776	76.119 		
33420	2438	3	2.791044776	76.119 		
33440	2441	4	2.786069652	75.984 		
33460	2445	2	2.781094527	75.848 		
33480	2447	4	2.781094527	75.848 		
33500	2451	1	2.771144279	75.577 		
33520	2452	2	2.771144279	75.577 		
33540	2454	4	2.781094527	75.848 		
33560	2458	2	2.771144279	75.577 		
33580	2460	3	2.771144279	75.577 		
33600	2463	2	2.776119403	75.712 		
33620	2465	3	2.786069652	75.984 		
33640	2468	4	2.776119403	75.712 		
33660	2472	3	2.771144279	75.577 		
33680	2475	3	2.776119403	75.712 		
33700	2478	1	2.771144279	75.577 		
33720	2479	4	2.776119403	75.712 		
33740	2483	2	2.771144279	75.577 		
33760	2485	4	2.771144279	75.577 		
33780	2489	2	2.756218905	75.170 		
33800	2491	1	2.771144279	75.577 		
33820	2492	2	2.786069652	75.984 		
33840	2494	2	2.7960199	76.255 		
33860	2496	3	2.805970149	76.526 		
33880	2499	4	2.800995025	76.391 		
33900	2503	3	2.7960199	76.255 		
33920	2506	4	2.800995025	76.391 		
33940	2510	2	2.7960199	76.255 		
33960	2512	3	2.800995025	76.391 		
33980	2515	1	2.7960199	76.255 		
34000	2516	3	2.810945274	76.662 		
34020	2519	2	2.815920398	76.798 		
34040	2521	3	2.810945274	76.662 		
34060	2524	2	2.810945274	76.662 		
34080	2526	3	2.820895522	76.934 		
34100	2529	2	2.815920398	76.798 		
34120	2531	3	2.825870647	77.069 		
34140	2534	2	2.825870647	77.069 		
34160	2536	1	2.835820896	77.341 		
34180	2537	4	2.84079602	77.476 		
34200	2541	2	2.84079602	77.476 		
34220	2543	3	2.845771144	77.612 		
34240	2546	4	2.850746269	77.748 		
34260	2550	2	2.84079602	77.476 		
34280	2552	4	2.845771144	77.612 		
34300	2556	2	2.835820896	77.341 		
34320	2558	1	2.84079602	77.476 		
34340	2559	4	2.855721393	77.883 		
34360	2563	2	2.845771144	77.612 		
34380	2565	3	2.850746269	77.748 		
34400	2568	2	2.845771144	77.612 		
34420	2570	3	2.850746269	77.748 		
34440	2573	1	2.855721393	77.883 		
34460	2574	3	2.860696517	78.019 		
34480	2577	4	2.860696517	78.019 		
34500	2581	4	2.850746269	77.748 		
34520	2585	2	2.84079602	77.476 		
34540	2587	3	2.850746269	77.748 		
34560	2590	4	2.855721393	77.883 		
34580	2594	1	2.845771144	77.612 		
34600	2595	3	2.860696517	78.019 		
34620	2598	2	2.855721393	77.883 		
34640	2600	2	2.860696517	78.019 		
34660	2602	4	2.870646766	78.290 		
34680	2606	2	2.865671642	78.155 		
34700	2608	4	2.870646766	78.290 		
34720	2612	4	2.875621891	78.426 		
34740	2616	1	2.870646766	78.290 		
34760	2617	4	2.875621891	78.426 		
34780	2621	2	2.870646766	78.290 		
34800	2623	3	2.870646766	78.290 		
34820	2626	4	2.870646766	78.290 		
34840	2630	4	2.870646766	78.290 		
34860	2634	3	2.870646766	78.290 		
34880	2637	4	2.875621891	78.426 		
34900	2641	3	2.875621891	78.426 		
34920	2644	4	2.865671642	78.155 		
34940	2648	2	2.865671642	78.155 		
34960	2650	3	2.870646766	78.290 		
34980	2653	4	2.875621891	78.426 		
35000	2657	2	2.860696517	78.019 		
35020	2659	3	2.870646766	78.290 		
35040	2662	2	2.865671642	78.155 		
35060	2664	3	2.870646766	78.290 		
35080	2667	4	2.865671642	78.155 		
35100	2671	2	2.860696517	78.019 		
35120	2673	4	2.870646766	78.290 		
35140	2677	4	2.860696517	78.019 		
35160	2681	2	2.860696517	78.019 		
35180	2683	2	2.860696517	78.019 		
35200	2685	3	2.855721393	77.883 		
35220	2688	4	2.860696517	78.019 		
35240	2692	2	2.850746269	77.748 		
35260	2694	2	2.855721393	77.883 		
35280	2696	3	2.865671642	78.155 		
35300	2699	4	2.860696517	78.019 		
35320	2703	3	2.860696517	78.019 		
35340	2706	2	2.855721393	77.883 		
35360	2708	3	2.865671642	78.155 		
35380	2711	4	2.860696517	78.019 		
35400	2715	4	2.855721393	77.883 		
35420	2719	4	2.845771144	77.612 		
35440	2723	1	2.84079602	77.476 		
35460	2724	4	2.855721393	77.883 		
35480	2728	2	2.855721393	77.883 		
35500	2730	1	2.860696517	78.019 		
35520	2731	4	2.865671642	78.155 		
35540	2735	4	2.855721393	77.883 		
35560	2739	4	2.850746269	77.748 		
35580	2743	1	2.835820896	77.341 		
35600	2744	4	2.850746269	77.748 		
35620	2748	2	2.835820896	77.341 		
35640	2750	2	2.835820896	77.341 		
35660	2752	4	2.835820896	77.341 		
35680	2756	2	2.820895522	76.934 		
35700	2758	3	2.830845771	77.205 		
35720	2761	4	2.830845771	77.205 		
35740	2765	2	2.830845771	77.205 		
35760	2767	3	2.830845771	77.205 		
35780	2770	4	2.835820896	77.341 		
35800	2774	1	2.825870647	77.069 		
35820	2775	4	2.835820896	77.341 		
35840	2779	4	2.835820896	77.341 		
35860	2783	2	2.825870647	77.069 		
35880	2785	3	2.830845771	77.205 		
35900	2788	4	2.825870647	77.069 		
35920	2792	2	2.815920398	76.798 		
35940	2794	3	2.825870647	77.069 		
35960	2797	2	2.820895522	76.934 		
35980	2799	4	2.830845771	77.205 		
36000	2803	4	2.820895522	76.934 		
36020	2807	2	2.820895522	76.934 		
36040	2809	1	2.820895522	76.934 		
36060	2810	3	2.835820896	77.341 		
36080	2813	2	2.830845771	77.205 		
36100	2815	3	2.84079602	77.476 		
36120	2818	1	2.835820896	77.341 		
36140	2819	5	2.845771144	77.612 		
36160	2824	2	2.830845771	77.205 		
36180	2826	2	2.835820896	77.341 		
36200	2828	3	2.845771144	77.612 		
36220	2831	4	2.84079602	77.476 		
36240	2835	2	2.84079602	77.476 		
36260	2837	3	2.84079602	77.476 		
36280	2840	3	2.84079602	77.476 		
36300	2843	3	2.835820896	77.341 		
36320	2846	2	2.835820896	77.341 		
36340	2848	3	2.845771144	77.612 		
36360	2851	2	2.845771144	77.612 		
36380	2853	3	2.855721393	77.883 		
36400	2856	4	2.855721393	77.883 		
36420	2860	4	2.845771144	77.612 		
36440	2864	2	2.835820896	77.341 		
36460	2866	4	2.84079602	77.476 		
36480	2870	4	2.84079602	77.476 		
36500	2874	2	2.830845771	77.205 		
36520	2876	3	2.84079602	77.476 		
36540	2879	4	2.835820896	77.341 		
36560	2883	2	2.830845771	77.205 		
36580	2885	2	2.835820896	77.341 		
36600	2887	3	2.835820896	77.341 		
36620	2890	4	2.835820896	77.341 		
36640	2894	2	2.835820896	77.341 		
36660	2896	4	2.830845771	77.205 		
36680	2900	4	2.830845771	77.205 		
36700	2904	1	2.820895522	76.934 		
36720	2905	4	2.835820896	77.341 		
36740	2909	2	2.835820896	77.341 		
36760	2911	3	2.830845771	77.205 		
36780	2914	4	2.835820896	77.341 		
36800	2918	4	2.825870647	77.069 		
36820	2922	2	2.820895522	76.934 		
36840	2924	2	2.830845771	77.205 		
36860	2926	3	2.825870647	77.069 		
36880	2929	2	2.830845771	77.205 		
36900	2931	2	2.830845771	77.205 		
36920	2933	2	2.825870647	77.069 		
36940	2935	2	2.835820896	77.341 		
36960	2937	3	2.835820896	77.341 		
36980	2940	4	2.835820896	77.341 		
37000	2944	2	2.825870647	77.069 		
37020	2946	2	2.830845771	77.205 		
37040	2948	2	2.830845771	77.205 		
37060	2950	2	2.835820896	77.341 		
37080	2952	1	2.835820896	77.341 		
37100	2953	4	2.835820896	77.341 		
37120	2957	2	2.835820896	77.341 		
37140	2959	1	2.835820896	77.341 		
37160	2960	4	2.845771144	77.612 		
37180	2964	2	2.845771144	77.612 		
37200	2966	4	2.845771144	77.612 		
37220	2970	2	2.84079602	77.476 		
37240	2972	1	2.850746269	77.748 		
37260	2973	4	2.855721393	77.883 		
37280	2977	2	2.850746269	77.748 		
37300	2979	2	2.860696517	78.019 		
37320	2981	3	2.870646766	78.290 		
37340	2984	4	2.860696517	78.019 		
37360	2988	2	2.855721393	77.883 		
37380	2990	3	2.860696517	78.019 		
37400	2993	4	2.865671642	78.155 		
37420	2997	2	2.850746269	77.748 		
37440	2999	2	2.860696517	78.019 		
37460	3001	3	2.855721393	77.883 		
37480	3004	2	2.860696517	78.019 		
37500	3006	2	2.860696517	78.019 		
37520	3008	1	2.855721393	77.883 		
37540	3009	4	2.870646766	78.290 		
37560	3013	2	2.870646766	78.290 		
37580	3015	2	2.875621891	78.426 		
37600	3017	4	2.885572139	78.697 		
37620	3021	4	2.875621891	78.426 		
37640	3025	1	2.870646766	78.290 		
37660	3026	3	2.885572139	78.697 		
37680	3029	4	2.885572139	78.697 		
37700	3033	2	2.885572139	78.697 		
37720	3035	2	2.880597015	78.562 		
37740	3037	3	2.890547264	78.833 		
37760	3040	2	2.885572139	78.697 		
37780	3042	1	2.890547264	78.833 		
37800	3043	5	2.895522388	78.969 		
37820	3048	4	2.885572139	78.697 		
37840	3052	4	2.885572139	78.697 		
37860	3056	4	2.885572139	78.697 		
37880	3060	2	2.880597015	78.562 		
37900	3062	3	2.890547264	78.833 		
37920	3065	4	2.885572139	78.697 		
37940	3069	3	2.880597015	78.562 		
37960	3072	3	2.885572139	78.697 		
37980	3075	2	2.880597015	78.562 		
38000	3077	4	2.885572139	78.697 		
38020	3081	4	2.885572139	78.697 		
38040	3085	1	2.875621891	78.426 		
38060	3086	3	2.890547264	78.833 		
38080	3089	4	2.885572139	78.697 		
38100	3093	2	2.880597015	78.562 		
38120	3095	4	2.880597015	78.562 		
38140	3099	3	2.870646766	78.290 		
38160	3102	4	2.870646766	78.290 		
38180	3106	2	2.870646766	78.290 		
38200	3108	4	2.870646766	78.290 		
38220	3112	3	2.855721393	77.883 		
38240	3115	4	2.860696517	78.019 		
38260	3119	2	2.845771144	77.612 		
38280	3121	3	2.845771144	77.612 		
38300	3124	2	2.845771144	77.612 		
38320	3126	3	2.855721393	77.883 		
38340	3129	4	2.850746269	77.748 		
38360	3133	2	2.850746269	77.748 		
38380	3135	3	2.850746269	77.748 		
38400	3138	2	2.850746269	77.748 		
38420	3140	3	2.860696517	78.019 		
38440	3143	4	2.855721393	77.883 		
38460	3147	2	2.855721393	77.883 		
38480	3149	3	2.855721393	77.883 		
38500	3152	2	2.845771144	77.612 		
38520	3154	2	2.855721393	77.883 		
38540	3156	4	2.855721393	77.883 		
38560	3160	4	2.845771144	77.612 		
38580	3164	2	2.845771144	77.612 		
38600	3166	4	2.845771144	77.612 		
38620	3170	2	2.835820896	77.341 		
38640	3172	3	2.845771144	77.612 		
38660	3175	4	2.84079602	77.476 		
38680	3179	3	2.835820896	77.341 		
38700	3182	3	2.84079602	77.476 		
38720	3185	5	2.830845771	77.205 		
38740	3190	3	2.825870647	77.069 		
38760	3193	2	2.820895522	76.934 		
38780	3195	3	2.825870647	77.069 		
38800	3198	2	2.820895522	76.934 		
38820	3200	3	2.825870647	77.069 		
38840	3203	4	2.830845771	77.205 		
38860	3207	4	2.820895522	76.934 		
38880	3211	4	2.820895522	76.934 		
38900	3215	4	2.820895522	76.934 		
38920	3219	1	2.810945274	76.662 		
38940	3220	4	2.815920398	76.798 		
38960	3224	3	2.815920398	76.798 		
38980	3227	4	2.820895522	76.934 		
39000	3231	1	2.810945274	76.662 		
39020	3232	4	2.820895522	76.934 		
39040	3236	2	2.815920398	76.798 		
39060	3238	3	2.815920398	76.798 		
39080	3241	2	2.805970149	76.526 		
39100	3243	3	2.815920398	76.798 		
39120	3246	4	2.810945274	76.662 		
39140	3250	2	2.805970149	76.526 		
39160	3252	4	2.815920398	76.798 		
39180	3256	2	2.810945274	76.662 		
39200	3258	1	2.820895522	76.934 		
39220	3259	4	2.830845771	77.205 		
39240	3263	2	2.830845771	77.205 		
39260	3265	3	2.830845771	77.205 		
39280	3268	4	2.835820896	77.341 		
39300	3272	2	2.825870647	77.069 		
39320	3274	4	2.825870647	77.069 		
39340	3278	2	2.820895522	76.934 		
39360	3280	4	2.830845771	77.205 		
39380	3284	2	2.820895522	76.934 		
39400	3286	3	2.825870647	77.069 		
39420	3289	2	2.820895522	76.934 		
39440	3291	3	2.825870647	77.069 		
39460	3294	4	2.830845771	77.205 		
39480	3298	4	2.820895522	76.934 		
39500	3302	3	2.820895522	76.934 		
39520	3305	2	2.825870647	77.069 		
39540	3307	2	2.825870647	77.069 		
39560	3309	3	2.830845771	77.205 		
39580	3312	1	2.835820896	77.341 		
39600	3313	4	2.84079602	77.476 		
39620	3317	1	2.835820896	77.341 		
39640	3318	2	2.850746269	77.748 		
39660	3320	2	2.850746269	77.748 		
39680	3322	1	2.855721393	77.883 		
39700	3323	4	2.870646766	78.290 		
39720	3327	3	2.860696517	78.019 		
39740	3330	4	2.860696517	78.019 		
39760	3334	2	2.860696517	78.019 		
39780	3336	4	2.860696517	78.019 		
39800	3340	2	2.860696517	78.019 		
39820	3342	3	2.860696517	78.019 		
39840	3345	4	2.855721393	77.883 		
39860	3349	2	2.845771144	77.612 		
39880	3351	3	2.84079602	77.476 		
39900	3354	2	2.845771144	77.612 		
39920	3356	2	2.845771144	77.612 		
39940	3358	4	2.84079602	77.476 		
39960	3362	2	2.84079602	77.476 		
39980	3364	4	2.845771144	77.612 		
40000	3368	2	2.845771144	77.612 		
40020	3370	4	2.845771144	77.612 		
40040	3374	2	2.84079602	77.476 		
40060	3376	4	2.84079602	77.476 		
40080	3380	2	2.830845771	77.205 		
40100	3382	4	2.84079602	77.476 		
40120	3386	2	2.835820896	77.341 		
40140	3388	3	2.835820896	77.341 		
40160	3391	2	2.830845771	77.205 		
40180	3393	3	2.835820896	77.341 		
40200	3396	4	2.84079602	77.476 		
40220	3400	2	2.830845771	77.205 		
40240	3402	4	2.830845771	77.205 		
40260	3406	2	2.830845771	77.205 		
40280	3408	3	2.84079602	77.476 		
40300	3411	2	2.835820896	77.341 		
40320	3413	3	2.84079602	77.476 		
40340	3416	4	2.845771144	77.612 		
40360	3420	3	2.835820896	77.341 		
40380	3423	4	2.830845771	77.205 		
40400	3427	3	2.825870647	77.069 		
40420	3430	2	2.820895522	76.934 		
40440	3432	2	2.820895522	76.934 		
40460	3434	3	2.830845771	77.205 		
40480	3437	4	2.825870647	77.069 		
40500	3441	2	2.815920398	76.798 		
40520	3443	4	2.820895522	76.934 		
40540	3447	2	2.815920398	76.798 		
40560	3449	3	2.815920398	76.798 		
40580	3452	3	2.810945274	76.662 		
40600	3455	2	2.815920398	76.798 		
40620	3457	3	2.820895522	76.934 		
40640	3460	4	2.825870647	77.069 		
40660	3464	1	2.825870647	77.069 		
40680	3465	4	2.830845771	77.205 		
40700	3469	2	2.830845771	77.205 		
40720	3471	4	2.830845771	77.205 		
40740	3475	4	2.830845771	77.205 		
40760	3479	1	2.820895522	76.934 		
40780	3480	4	2.820895522	76.934 		
40800	3484	2	2.820895522	76.934 		
40820	3486	3	2.820895522	76.934 		
40840	3489	4	2.810945274	76.662 		
40860	3493	1	2.7960199	76.255 		
40880	3494	4	2.805970149	76.526 		
40900	3498	2	2.805970149	76.526 		
40920	3500	1	2.815920398	76.798 		
40940	3501	4	2.820895522	76.934 		
40960	3505	2	2.820895522	76.934 		
40980	3507	3	2.830845771	77.205 		
41000	3510	2	2.835820896	77.341 		
41020	3512	3	2.845771144	77.612 		
41040	3515	2	2.850746269	77.748 		
41060	3517	3	2.850746269	77.748 		
41080	3520	2	2.850746269	77.748 		
41100	3522	1	2.850746269	77.748 		
41120	3523	4	2.855721393	77.883 		
41140	3527	2	2.850746269	77.748 		
41160	3529	3	2.850746269	77.748 		
41180	3532	4	2.845771144	77.612 		
41200	3536	2	2.84079602	77.476 		
41220	3538	3	2.850746269	77.748 		
41240	3541	4	2.845771144	77.612 		
41260	3545	2	2.845771144	77.612 		
41280	3547	3	2.855721393	77.883 		
41300	3550	4	2.850746269	77.748 		
41320	3554	4	2.845771144	77.612 		
41340	3558	1	2.845771144	77.612 		
41360	3559	3	2.850746269	77.748 		
41380	3562	3	2.850746269	77.748 		
41400	3565	4	2.855721393	77.883 		
41420	3569	1	2.845771144	77.612 		
41440	3570	4	2.855721393	77.883 		
41460	3574	1	2.845771144	77.612 		
41480	3575	4	2.850746269	77.748 		
41500	3579	2	2.84079602	77.476 		
41520	3581	1	2.84079602	77.476 		
41540	3582	4	2.850746269	77.748 		
41560	3586	4	2.850746269	77.748 		
41580	3590	3	2.84079602	77.476 		
41600	3593	4	2.84079602	77.476 		
41620	3597	2	2.84079602	77.476 		
41640	3599	3	2.850746269	77.748 		
41660	3602	4	2.845771144	77.612 		
41680	3606	3	2.84079602	77.476 		
41700	3609	4	2.845771144	77.612 		
41720	3613	1	2.835820896	77.341 		
41740	3614	4	2.850746269	77.748 		
41760	3618	2	2.84079602	77.476 		
41780	3620	3	2.84079602	77.476 		
41800	3623	2	2.835820896	77.341 		
41820	3625	3	2.84079602	77.476 		
41840	3628	4	2.845771144	77.612 		
41860	3632	4	2.835820896	77.341 		
41880	3636	3	2.825870647	77.069 		
41900	3639	4	2.825870647	77.069 		
41920	3643	2	2.825870647	77.069 		
41940	3645	3	2.825870647	77.069 		
41960	3648	4	2.815920398	76.798 		
41980	3652	2	2.815920398	76.798 		
42000	3654	3	2.815920398	76.798 		
42020	3657	4	2.815920398	76.798 		
42040	3661	2	2.815920398	76.798 		
42060	3663	4	2.815920398	76.798 		
42080	3667	2	2.810945274	76.662 		
42100	3669	3	2.820895522	76.934 		
42120	3672	2	2.815920398	76.798 		
42140	3674	2	2.820895522	76.934 		
42160	3676	3	2.830845771	77.205 		
42180	3679	4	2.825870647	77.069 		
42200	3683	2	2.820895522	76.934 		
42220	3685	1	2.830845771	77.205 		
42240	3686	4	2.835820896	77.341 		
42260	3690	1	2.825870647	77.069 		
42280	3691	2	2.835820896	77.341 		
42300	3693	3	2.835820896	77.341 		
42320	3696	4	2.830845771	77.205 		
42340	3700	2	2.825870647	77.069 		
42360	3702	4	2.820895522	76.934 		
42380	3706	2	2.815920398	76.798 		
42400	3708	3	2.825870647	77.069 		
42420	3711	4	2.830845771	77.205 		
42440	3715	2	2.820895522	76.934 		
42460	3717	4	2.825870647	77.069 		
42480	3721	2	2.825870647	77.069 		
42500	3723	1	2.825870647	77.069 		
42520	3724	4	2.835820896	77.341 		
42540	3728	2	2.84079602	77.476 		
42560	3730	2	2.850746269	77.748 		
42580	3732	4	2.860696517	78.019 		
42600	3736	2	2.850746269	77.748 		
42620	3738	2	2.855721393	77.883 		
42640	3740	4	2.865671642	78.155 		
42660	3744	2	2.855721393	77.883 		
42680	3746	3	2.855721393	77.883 		
42700	3749	4	2.855721393	77.883 		
42720	3753	1	2.855721393	77.883 		
42740	3754	4	2.860696517	78.019 		
42760	3758	2	2.855721393	77.883 		
42780	3760	3	2.865671642	78.155 		
42800	3763	2	2.870646766	78.290 		
42820	3765	3	2.870646766	78.290 		
42840	3768	4	2.875621891	78.426 		
42860	3772	2	2.870646766	78.290 		
42880	3774	4	2.880597015	78.562 		
42900	3778	4	2.870646766	78.290 		
42920	3782	2	2.865671642	78.155 		
42940	3784	2	2.875621891	78.426 		
42960	3786	4	2.875621891	78.426 		
42980	3790	4	2.875621891	78.426 		
43000	3794	2	2.875621891	78.426 		
43020	3796	3	2.875621891	78.426 		
43040	3799	3	2.875621891	78.426 		
43060	3802	2	2.880597015	78.562 		
43080	3804	1	2.890547264	78.833 		
43100	3805	4	2.900497512	79.104 		
