pwm値	ロリコン出力値	速度	20区間速度平均	20区間速度平均％表示		
14840	328	0	1.656716418	45.183 		
14860	328	0	1.661691542	45.319 		
14880	328	0	1.676616915	45.726 		
14900	328	0	1.691542289	46.133 		
14920	328	0	1.706467662	46.540 		
14940	328	0	1.721393035	46.947 		
14960	328	0	1.731343284	47.218 		
14980	328	3	1.741293532	47.490 		
15000	331	2	1.736318408	47.354 		
15020	333	2	1.731343284	47.218 		
15040	335	2	1.726368159	47.083 		
15060	337	1	1.721393035	46.947 		
15080	338	1	1.721393035	46.947 		
15100	339	4	1.721393035	46.947 		
15120	343	0	1.706467662	46.540 		
15140	343	0	1.711442786	46.676 		
15160	343	3	1.71641791	46.811 		
15180	346	2	1.706467662	46.540 		
15200	348	0	1.711442786	46.676 		
15220	348	3	1.726368159	47.083 		
15240	351	2	1.726368159	47.083 		
15260	353	0	1.731343284	47.218 		
15280	353	1	1.741293532	47.490 		
15300	354	1	1.746268657	47.626 		
15320	355	1	1.751243781	47.761 		
15340	356	3	1.751243781	47.761 		
15360	359	0	1.746268657	47.626 		
15380	359	2	1.751243781	47.761 		
15400	361	4	1.756218905	47.897 		
15420	365	1	1.751243781	47.761 		
15440	366	2	1.751243781	47.761 		
15460	368	0	1.746268657	47.626 		
15480	368	3	1.76119403	48.033 		
15500	371	0	1.76119403	48.033 		
15520	371	1	1.766169154	48.168 		
15540	372	2	1.766169154	48.168 		
15560	374	0	1.766169154	48.168 		
15580	374	1	1.776119403	48.440 		
15600	375	1	1.786069652	48.711 		
15620	376	0	1.7960199	48.982 		
15640	376	1	1.805970149	49.254 		
15660	377	2	1.810945274	49.389 		
15680	379	1	1.815920398	49.525 		
15700	380	4	1.815920398	49.525 		
15720	384	2	1.800995025	49.118 		
15740	386	1	1.800995025	49.118 		
15760	387	0	1.810945274	49.389 		
15780	387	3	1.815920398	49.525 		
15800	390	0	1.805970149	49.254 		
15820	390	3	1.830845771	49.932 		
15840	393	1	1.820895522	49.661 		
15860	394	2	1.820895522	49.661 		
15880	396	3	1.825870647	49.796 		
15900	399	0	1.825870647	49.796 		
15920	399	3	1.84079602	50.204 		
15940	402	1	1.84079602	50.204 		
15960	403	2	1.84079602	50.204 		
15980	405	3	1.835820896	50.068 		
16000	408	1	1.835820896	50.068 		
16020	409	2	1.835820896	50.068 		
16040	411	1	1.845771144	50.339 		
16060	412	2	1.845771144	50.339 		
16080	414	3	1.84079602	50.204 		
16100	417	1	1.830845771	49.932 		
16120	418	2	1.84079602	50.204 		
16140	420	3	1.845771144	50.339 		
16160	423	0	1.84079602	50.204 		
16180	423	2	1.845771144	50.339 		
16200	425	1	1.84079602	50.204 		
16220	426	0	1.84079602	50.204 		
16240	426	2	1.855721393	50.611 		
16260	428	3	1.860696517	50.746 		
16280	431	1	1.860696517	50.746 		
16300	432	2	1.860696517	50.746 		
16320	434	3	1.855721393	50.611 		
16340	437	1	1.855721393	50.611 		
16360	438	0	1.860696517	50.746 		
16380	438	2	1.865671642	50.882 		
16400	440	3	1.860696517	50.746 		
16420	443	1	1.850746269	50.475 		
16440	444	2	1.855721393	50.611 		
16460	446	3	1.860696517	50.746 		
16480	449	1	1.850746269	50.475 		
16500	450	1	1.860696517	50.746 		
16520	451	2	1.870646766	51.018 		
16540	453	3	1.865671642	50.882 		
16560	456	1	1.855721393	50.611 		
16580	457	1	1.865671642	50.882 		
16600	458	2	1.875621891	51.153 		
16620	460	3	1.870646766	51.018 		
16640	463	1	1.860696517	50.746 		
16660	464	0	1.870646766	51.018 		
16680	464	3	1.870646766	51.018 		
16700	467	3	1.870646766	51.018 		
16720	470	2	1.860696517	50.746 		
16740	472	2	1.865671642	50.882 		
16760	474	4	1.870646766	51.018 		
16780	478	1	1.855721393	50.611 		
16800	479	2	1.865671642	50.882 		
16820	481	2	1.870646766	51.018 		
16840	483	2	1.875621891	51.153 		
16860	485	3	1.870646766	51.018 		
16880	488	1	1.860696517	50.746 		
16900	489	2	1.860696517	50.746 		
16920	491	3	1.860696517	50.746 		
16940	494	2	1.860696517	50.746 		
16960	496	2	1.855721393	50.611 		
16980	498	2	1.850746269	50.475 		
17000	500	1	1.855721393	50.611 		
17020	501	3	1.865671642	50.882 		
17040	504	1	1.855721393	50.611 		
17060	505	1	1.855721393	50.611 		
17080	506	1	1.865671642	50.882 		
17100	507	2	1.865671642	50.882 		
17120	509	3	1.865671642	50.882 		
17140	512	1	1.860696517	50.746 		
17160	513	1	1.870646766	51.018 		
17180	514	2	1.870646766	51.018 		
17200	516	2	1.875621891	51.153 		
17220	518	-1	1.875621891	51.153 		
17240	517	3	1.885572139	51.425 		
17260	520	2	1.885572139	51.425 		
17280	522	3	1.885572139	51.425 		
17300	525	3	1.875621891	51.153 		
17320	528	3	1.875621891	51.153 		
17340	531	1	1.875621891	51.153 		
17360	532	1	1.875621891	51.153 		
17380	533	1	1.885572139	51.425 		
17400	534	1	1.895522388	51.696 		
17420	535	1	1.895522388	51.696 		
17440	536	1	1.905472637	51.967 		
17460	537	3	1.915422886	52.239 		
17480	540	3	1.905472637	51.967 		
17500	543	3	1.905472637	51.967 		
17520	546	2	1.905472637	51.967 		
17540	548	2	1.900497512	51.832 		
17560	550	2	1.895522388	51.696 		
17580	552	3	1.900497512	51.832 		
17600	555	3	1.890547264	51.560 		
17620	558	3	1.890547264	51.560 		
17640	561	3	1.890547264	51.560 		
17660	564	3	1.880597015	51.289 		
17680	567	1	1.880597015	51.289 		
17700	568	1	1.880597015	51.289 		
17720	569	1	1.890547264	51.560 		
17740	570	1	1.885572139	51.425 		
17760	571	1	1.900497512	51.832 		
17780	572	1	1.910447761	52.103 		
17800	573	3	1.92039801	52.374 		
17820	576	1	1.92039801	52.374 		
17840	577	3	1.930348259	52.646 		
17860	580	1	1.930348259	52.646 		
17880	581	1	1.930348259	52.646 		
17900	582	1	1.935323383	52.782 		
17920	583	1	1.945273632	53.053 		
17940	584	0	1.955223881	53.324 		
17960	584	3	1.955223881	53.324 		
17980	587	1	1.960199005	53.460 		
18000	588	1	1.960199005	53.460 		
18020	589	1	1.970149254	53.731 		
18040	590	3	1.980099502	54.003 		
18060	593	3	1.970149254	53.731 		
18080	596	3	1.965174129	53.596 		
18100	599	3	1.955223881	53.324 		
18120	602	3	1.945273632	53.053 		
18140	605	0	1.950248756	53.189 		
18160	605	3	1.955223881	53.324 		
18180	608	1	1.945273632	53.053 		
18200	609	1	1.955223881	53.324 		
18220	610	1	1.955223881	53.324 		
18240	611	2	1.965174129	53.596 		
18260	613	1	1.975124378	53.867 		
18280	614	1	1.975124378	53.867 		
18300	615	1	1.985074627	54.138 		
18320	616	1	2	54.545 		
18340	617	0	2.009950249	54.817 		
18360	617	3	2.024875622	55.224 		
18380	620	1	2.024875622	55.224 		
18400	621	0	2.039800995	55.631 		
18420	621	3	2.044776119	55.767 		
18440	624	4	2.044776119	55.767 		
18460	628	3	2.039800995	55.631 		
18480	631	1	2.029850746	55.360 		
18500	632	1	2.029850746	55.360 		
18520	633	1	2.044776119	55.767 		
18540	634	1	2.044776119	55.767 		
18560	635	1	2.044776119	55.767 		
18580	636	1	2.054726368	56.038 		
18600	637	3	2.064676617	56.309 		
18620	640	3	2.054726368	56.038 		
18640	643	1	2.054726368	56.038 		
18660	644	2	2.064676617	56.309 		
18680	646	3	2.069651741	56.445 		
18700	649	3	2.059701493	56.174 		
18720	652	1	2.049751244	55.902 		
18740	653	1	2.064676617	56.309 		
18760	654	3	2.07960199	56.716 		
18780	657	1	2.069651741	56.445 		
18800	658	1	2.069651741	56.445 		
18820	659	1	2.07960199	56.716 		
18840	660	1	2.089552239	56.988 		
18860	661	1	2.104477612	57.395 		
18880	662	3	2.104477612	57.395 		
18900	665	3	2.104477612	57.395 		
18920	668	3	2.099502488	57.259 		
18940	671	3	2.099502488	57.259 		
18960	674	2	2.104477612	57.395 		
18980	676	2	2.099502488	57.259 		
19000	678	2	2.094527363	57.123 		
19020	680	1	2.089552239	56.988 		
19040	681	1	2.099502488	57.259 		
19060	682	1	2.109452736	57.531 		
19080	683	1	2.119402985	57.802 		
19100	684	1	2.129353234	58.073 		
19120	685	1	2.134328358	58.209 		
19140	686	1	2.144278607	58.480 		
19160	687	1	2.144278607	58.480 		
19180	688	1	2.144278607	58.480 		
19200	689	3	2.144278607	58.480 		
19220	692	3	2.144278607	58.480 		
19240	695	3	2.144278607	58.480 		
19260	698	3	2.144278607	58.480 		
19280	701	2	2.149253731	58.616 		
19300	703	2	2.139303483	58.345 		
19320	705	2	2.154228856	58.752 		
19340	707	1	2.15920398	58.887 		
19360	708	2	2.15920398	58.887 		
19380	710	1	2.154228856	58.752 		
19400	711	3	2.164179104	59.023 		
19420	714	3	2.169154229	59.159 		
19440	717	1	2.174129353	59.294 		
19460	718	1	2.174129353	59.294 		
19480	719	3	2.174129353	59.294 		
19500	722	3	2.174129353	59.294 		
19520	725	1	2.174129353	59.294 		
19540	726	1	2.184079602	59.566 		
19560	727	2	2.194029851	59.837 		
19580	729	2	2.189054726	59.701 		
19600	731	3	2.184079602	59.566 		
19620	734	3	2.184079602	59.566 		
19640	737	2	2.184079602	59.566 		
19660	739	2	2.189054726	59.701 		
19680	741	3	2.184079602	59.566 		
19700	744	1	2.174129353	59.294 		
19720	745	1	2.184079602	59.566 		
19740	746	2	2.199004975	59.973 		
19760	748	3	2.2039801	60.109 		
19780	751	1	2.194029851	59.837 		
19800	752	1	2.194029851	59.837 		
19820	753	5	2.2039801	60.109 		
19840	758	1	2.199004975	59.973 		
19860	759	1	2.199004975	59.973 		
19880	760	3	2.208955224	60.244 		
19900	763	3	2.199004975	59.973 		
19920	766	3	2.189054726	59.701 		
19940	769	3	2.179104478	59.430 		
19960	772	1	2.169154229	59.159 		
19980	773	1	2.179104478	59.430 		
20000	774	3	2.194029851	59.837 		
20020	777	1	2.184079602	59.566 		
20040	778	4	2.179104478	59.430 		
20060	782	1	2.169154229	59.159 		
20080	783	1	2.174129353	59.294 		
20100	784	1	2.184079602	59.566 		
20120	785	3	2.199004975	59.973 		
20140	788	3	2.199004975	59.973 		
20160	791	2	2.189054726	59.701 		
20180	793	1	2.194029851	59.837 		
20200	794	1	2.194029851	59.837 		
20220	795	1	2.2039801	60.109 		
20240	796	3	2.213930348	60.380 		
20260	799	3	2.223880597	60.651 		
20280	802	3	2.228855721	60.787 		
20300	805	1	2.228855721	60.787 		
20320	806	1	2.228855721	60.787 		
20340	807	3	2.228855721	60.787 		
20360	810	2	2.218905473	60.516 		
20380	812	1	2.223880597	60.651 		
20400	813	1	2.233830846	60.923 		
20420	814	1	2.233830846	60.923 		
20440	815	2	2.243781095	61.194 		
20460	817	3	2.23880597	61.058 		
20480	820	1	2.228855721	60.787 		
20500	821	3	2.228855721	60.787 		
20520	824	3	2.228855721	60.787 		
20540	827	1	2.233830846	60.923 		
20560	828	1	2.248756219	61.330 		
20580	829	3	2.248756219	61.330 		
20600	832	3	2.23880597	61.058 		
20620	835	1	2.228855721	60.787 		
20640	836	1	2.228855721	60.787 		
20660	837	3	2.23880597	61.058 		
20680	840	0	2.23880597	61.058 		
20700	840	3	2.258706468	61.601 		
20720	843	1	2.263681592	61.737 		
20740	844	3	2.278606965	62.144 		
20760	847	3	2.278606965	62.144 		
20780	850	1	2.268656716	61.872 		
20800	851	3	2.268656716	61.872 		
20820	854	3	2.258706468	61.601 		
20840	857	3	2.258706468	61.601 		
20860	860	1	2.258706468	61.601 		
20880	861	1	2.273631841	62.008 		
20900	862	1	2.288557214	62.415 		
20920	863	2	2.303482587	62.822 		
20940	865	3	2.298507463	62.687 		
20960	868	1	2.288557214	62.415 		
20980	869	1	2.303482587	62.822 		
21000	870	3	2.303482587	62.822 		
21020	873	3	2.293532338	62.551 		
21040	876	1	2.28358209	62.280 		
21060	877	1	2.28358209	62.280 		
21080	878	3	2.28358209	62.280 		
21100	881	1	2.273631841	62.008 		
21120	882	2	2.28358209	62.280 		
21140	884	2	2.273631841	62.008 		
21160	886	3	2.268656716	61.872 		
21180	889	1	2.268656716	61.872 		
21200	890	3	2.273631841	62.008 		
21220	893	2	2.263681592	61.737 		
21240	895	1	2.258706468	61.601 		
21260	896	3	2.258706468	61.601 		
21280	899	2	2.258706468	61.601 		
21300	901	1	2.268656716	61.872 		
21320	902	3	2.273631841	62.008 		
21340	905	3	2.273631841	62.008 		
21360	908	1	2.263681592	61.737 		
21380	909	3	2.273631841	62.008 		
21400	912	3	2.273631841	62.008 		
21420	915	1	2.273631841	62.008 		
21440	916	3	2.288557214	62.415 		
21460	919	3	2.288557214	62.415 		
21480	922	1	2.288557214	62.415 		
21500	923	3	2.298507463	62.687 		
21520	926	3	2.298507463	62.687 		
21540	929	1	2.298507463	62.687 		
21560	930	1	2.308457711	62.958 		
21580	931	3	2.31840796	63.229 		
21600	934	1	2.323383085	63.365 		
21620	935	3	2.338308458	63.772 		
21640	938	3	2.343283582	63.908 		
21660	941	1	2.348258706	64.043 		
21680	942	3	2.36318408	64.450 		
21700	945	1	2.358208955	64.315 		
21720	946	3	2.358208955	64.315 		
21740	949	0	2.348258706	64.043 		
21760	949	4	2.353233831	64.179 		
21780	953	3	2.338308458	63.772 		
21800	956	3	2.328358209	63.501 		
21820	959	3	2.31840796	63.229 		
21840	962	3	2.313432836	63.094 		
21860	965	3	2.303482587	62.822 		
21880	968	1	2.298507463	62.687 		
21900	969	2	2.313432836	63.094 		
21920	971	3	2.323383085	63.365 		
21940	974	3	2.328358209	63.501 		
21960	977	0	2.333333333	63.636 		
21980	977	4	2.348258706	64.043 		
22000	981	1	2.343283582	63.908 		
22020	982	3	2.353233831	64.179 		
22040	985	3	2.358208955	64.315 		
22060	988	1	2.36318408	64.450 		
22080	989	2	2.373134328	64.722 		
22100	991	1	2.378109453	64.858 		
22120	992	1	2.388059701	65.129 		
22140	993	4	2.39800995	65.400 		
22160	997	1	2.393034826	65.265 		
22180	998	1	2.407960199	65.672 		
22200	999	3	2.407960199	65.672 		
22220	1002	1	2.402985075	65.536 		
22240	1003	3	2.427860697	66.214 		
22260	1006	4	2.417910448	65.943 		
22280	1010	1	2.402985075	65.536 		
22300	1011	3	2.402985075	65.536 		
22320	1014	4	2.393034826	65.265 		
22340	1018	3	2.378109453	64.858 		
22360	1021	3	2.378109453	64.858 		
22380	1024	3	2.368159204	64.586 		
22400	1027	4	2.373134328	64.722 		
22420	1031	1	2.373134328	64.722 		
22440	1032	3	2.378109453	64.858 		
22460	1035	3	2.378109453	64.858 		
22480	1038	1	2.368159204	64.586 		
22500	1039	1	2.368159204	64.586 		
22520	1040	4	2.368159204	64.586 		
22540	1044	1	2.353233831	64.179 		
22560	1045	1	2.358208955	64.315 		
22580	1046	3	2.358208955	64.315 		
22600	1049	3	2.353233831	64.179 		
22620	1052	1	2.358208955	64.315 		
22640	1053	3	2.373134328	64.722 		
22660	1056	3	2.378109453	64.858 		
22680	1059	3	2.383084577	64.993 		
22700	1062	1	2.383084577	64.993 		
22720	1063	1	2.393034826	65.265 		
22740	1064	4	2.402985075	65.536 		
22760	1068	4	2.39800995	65.400 		
22780	1072	1	2.393034826	65.265 		
22800	1073	1	2.393034826	65.265 		
22820	1074	3	2.393034826	65.265 		
22840	1077	3	2.383084577	64.993 		
22860	1080	4	2.373134328	64.722 		
22880	1084	1	2.358208955	64.315 		
22900	1085	3	2.358208955	64.315 		
22920	1088	2	2.358208955	64.315 		
22940	1090	3	2.36318408	64.450 		
22960	1093	4	2.358208955	64.315 		
22980	1097	1	2.358208955	64.315 		
23000	1098	1	2.373134328	64.722 		
23020	1099	1	2.383084577	64.993 		
23040	1100	3	2.393034826	65.265 		
23060	1103	3	2.383084577	64.993 		
23080	1106	3	2.373134328	64.722 		
23100	1109	3	2.358208955	64.315 		
23120	1112	2	2.36318408	64.450 		
23140	1114	3	2.373134328	64.722 		
23160	1117	1	2.373134328	64.722 		
23180	1118	1	2.383084577	64.993 		
23200	1119	1	2.383084577	64.993 		
23220	1120	3	2.393034826	65.265 		
23240	1123	3	2.39800995	65.400 		
23260	1126	3	2.388059701	65.129 		
23280	1129	4	2.388059701	65.129 		
23300	1133	0	2.393034826	65.265 		
23320	1133	5	2.412935323	65.807 		
23340	1138	3	2.407960199	65.672 		
23360	1141	1	2.407960199	65.672 		
23380	1142	1	2.417910448	65.943 		
23400	1143	3	2.427860697	66.214 		
23420	1146	4	2.417910448	65.943 		
23440	1150	4	2.402985075	65.536 		
23460	1154	1	2.393034826	65.265 		
23480	1155	1	2.407960199	65.672 		
23500	1156	3	2.417910448	65.943 		
23520	1159	3	2.417910448	65.943 		
23540	1162	3	2.417910448	65.943 		
23560	1165	3	2.407960199	65.672 		
23580	1168	1	2.39800995	65.400 		
23600	1169	1	2.39800995	65.400 		
23620	1170	3	2.402985075	65.536 		
23640	1173	3	2.407960199	65.672 		
23660	1176	3	2.412935323	65.807 		
23680	1179	1	2.417910448	65.943 		
23700	1180	1	2.427860697	66.214 		
23720	1181	3	2.427860697	66.214 		
23740	1184	4	2.417910448	65.943 		
23760	1188	3	2.407960199	65.672 		
23780	1191	1	2.412935323	65.807 		
23800	1192	1	2.427860697	66.214 		
23820	1193	3	2.437810945	66.486 		
23840	1196	4	2.427860697	66.214 		
23860	1200	1	2.412935323	65.807 		
23880	1201	3	2.427860697	66.214 		
23900	1204	1	2.432835821	66.350 		
23920	1205	1	2.44278607	66.621 		
23940	1206	1	2.452736318	66.893 		
23960	1207	1	2.462686567	67.164 		
23980	1208	3	2.47761194	67.571 		
24000	1211	4	2.482587065	67.707 		
24020	1215	1	2.482587065	67.707 		
24040	1216	0	2.492537313	67.978 		
24060	1216	2	2.497512438	68.114 		
24080	1218	2	2.492537313	67.978 		
24100	1220	3	2.497512438	68.114 		
24120	1223	4	2.497512438	68.114 		
24140	1227	3	2.492537313	67.978 		
24160	1230	1	2.482587065	67.707 		
24180	1231	3	2.497512438	68.114 		
24200	1234	1	2.502487562	68.250 		
24220	1235	3	2.512437811	68.521 		
24240	1238	3	2.502487562	68.250 		
24260	1241	5	2.502487562	68.250 		
24280	1246	4	2.487562189	67.843 		
24300	1250	3	2.47761194	67.571 		
24320	1253	1	2.492537313	67.978 		
24340	1254	1	2.492537313	67.978 		
24360	1255	1	2.497512438	68.114 		
24380	1256	3	2.512437811	68.521 		
24400	1259	3	2.517412935	68.657 		
24420	1262	1	2.517412935	68.657 		
24440	1263	3	2.517412935	68.657 		
24460	1266	1	2.507462687	68.385 		
24480	1267	1	2.512437811	68.521 		
24500	1268	1	2.527363184	68.928 		
24520	1269	3	2.527363184	68.928 		
24540	1272	4	2.517412935	68.657 		
24560	1276	4	2.507462687	68.385 		
24580	1280	1	2.507462687	68.385 		
24600	1281	1	2.507462687	68.385 		
24620	1282	1	2.507462687	68.385 		
24640	1283	1	2.52238806	68.792 		
24660	1284	3	2.532338308	69.064 		
24680	1287	3	2.52238806	68.792 		
24700	1290	4	2.512437811	68.521 		
24720	1294	4	2.512437811	68.521 		
24740	1298	4	2.512437811	68.521 		
24760	1302	3	2.507462687	68.385 		
24780	1305	1	2.497512438	68.114 		
24800	1306	1	2.497512438	68.114 		
24820	1307	1	2.512437811	68.521 		
24840	1308	3	2.52238806	68.792 		
24860	1311	3	2.512437811	68.521 		
24880	1314	4	2.517412935	68.657 		
24900	1318	4	2.512437811	68.521 		
24920	1322	4	2.497512438	68.114 		
24940	1326	1	2.487562189	67.843 		
24960	1327	1	2.497512438	68.114 		
24980	1328	4	2.512437811	68.521 		
25000	1332	1	2.512437811	68.521 		
25020	1333	1	2.52238806	68.792 		
25040	1334	1	2.52238806	68.792 		
25060	1335	1	2.52238806	68.792 		
25080	1336	1	2.527363184	68.928 		
25100	1337	1	2.537313433	69.199 		
25120	1338	3	2.552238806	69.607 		
25140	1341	0	2.537313433	69.199 		
25160	1341	1	2.55721393	69.742 		
25180	1342	3	2.572139303	70.149 		
25200	1345	2	2.572139303	70.149 		
25220	1347	1	2.567164179	70.014 		
25240	1348	1	2.572139303	70.149 		
25260	1349	1	2.587064677	70.556 		
25280	1350	3	2.597014925	70.828 		
25300	1353	4	2.587064677	70.556 		
25320	1357	2	2.592039801	70.692 		
25340	1359	3	2.587064677	70.556 		
25360	1362	1	2.577114428	70.285 		
25380	1363	3	2.592039801	70.692 		
25400	1366	3	2.597014925	70.828 		
25420	1369	3	2.597014925	70.828 		
25440	1372	4	2.587064677	70.556 		
25460	1376	3	2.572139303	70.149 		
25480	1379	3	2.567164179	70.014 		
25500	1382	3	2.572139303	70.149 		
25520	1385	3	2.572139303	70.149 		
25540	1388	3	2.562189055	69.878 		
25560	1391	3	2.55721393	69.742 		
25580	1394	3	2.562189055	69.878 		
25600	1397	4	2.562189055	69.878 		
25620	1401	4	2.547263682	69.471 		
25640	1405	4	2.537313433	69.199 		
25660	1409	4	2.532338308	69.064 		
25680	1413	4	2.517412935	68.657 		
25700	1417	2	2.507462687	68.385 		
25720	1419	1	2.517412935	68.657 		
25740	1420	1	2.527363184	68.928 		
25760	1421	1	2.527363184	68.928 		
25780	1422	1	2.542288557	69.335 		
25800	1423	1	2.55721393	69.742 		
25820	1424	1	2.567164179	70.014 		
25840	1425	2	2.572139303	70.149 		
25860	1427	1	2.582089552	70.421 		
25880	1428	2	2.582089552	70.421 		
25900	1430	4	2.582089552	70.421 		
25920	1434	4	2.582089552	70.421 		
25940	1438	4	2.577114428	70.285 		
25960	1442	4	2.562189055	69.878 		
25980	1446	3	2.547263682	69.471 		
26000	1449	3	2.547263682	69.471 		
26020	1452	3	2.552238806	69.607 		
26040	1455	4	2.542288557	69.335 		
26060	1459	4	2.527363184	68.928 		
26080	1463	3	2.527363184	68.928 		
26100	1466	3	2.527363184	68.928 		
26120	1469	3	2.517412935	68.657 		
26140	1472	3	2.507462687	68.385 		
26160	1475	3	2.517412935	68.657 		
26180	1478	4	2.507462687	68.385 		
26200	1482	1	2.507462687	68.385 		
26220	1483	2	2.52238806	68.792 		
26240	1485	6	2.527363184	68.928 		
26260	1491	1	2.507462687	68.385 		
26280	1492	1	2.52238806	68.792 		
26300	1493	1	2.537313433	69.199 		
26320	1494	1	2.537313433	69.199 		
26340	1495	1	2.552238806	69.607 		
26360	1496	3	2.562189055	69.878 		
26380	1499	1	2.552238806	69.607 		
26400	1500	4	2.55721393	69.742 		
26420	1504	4	2.552238806	69.607 		
26440	1508	2	2.537313433	69.199 		
26460	1510	3	2.537313433	69.199 		
26480	1513	1	2.542288557	69.335 		
26500	1514	1	2.542288557	69.335 		
26520	1515	1	2.547263682	69.471 		
26540	1516	1	2.562189055	69.878 		
26560	1517	2	2.572139303	70.149 		
26580	1519	1	2.567164179	70.014 		
26600	1520	2	2.582089552	70.421 		
26620	1522	4	2.587064677	70.556 		
26640	1526	4	2.572139303	70.149 		
26660	1530	4	2.572139303	70.149 		
26680	1534	4	2.567164179	70.014 		
26700	1538	3	2.567164179	70.014 		
26720	1541	3	2.567164179	70.014 		
26740	1544	3	2.562189055	69.878 		
26760	1547	3	2.567164179	70.014 		
26780	1550	3	2.55721393	69.742 		
26800	1553	1	2.562189055	69.878 		
26820	1554	1	2.562189055	69.878 		
26840	1555	1	2.577114428	70.285 		
26860	1556	1	2.577114428	70.285 		
26880	1557	1	2.582089552	70.421 		
26900	1558	1	2.597014925	70.828 		
26920	1559	3	2.606965174	71.099 		
26940	1562	3	2.611940299	71.235 		
26960	1565	2	2.611940299	71.235 		
26980	1567	4	2.626865672	71.642 		
27000	1571	4	2.626865672	71.642 		
27020	1575	3	2.621890547	71.506 		
27040	1578	3	2.616915423	71.370 		
27060	1581	1	2.616915423	71.370 		
27080	1582	1	2.616915423	71.370 		
27100	1583	0	2.631840796	71.777 		
27120	1583	4	2.651741294	72.320 		
27140	1587	4	2.651741294	72.320 		
27160	1591	3	2.646766169	72.185 		
27180	1594	3	2.651741294	72.320 		
27200	1597	1	2.656716418	72.456 		
27220	1598	3	2.666666667	72.727 		
27240	1601	4	2.671641791	72.863 		
27260	1605	1	2.666666667	72.727 		
27280	1606	3	2.676616915	72.999 		
27300	1609	5	2.671641791	72.863 		
27320	1614	4	2.661691542	72.592 		
27340	1618	4	2.646766169	72.185 		
27360	1622	3	2.646766169	72.185 		
27380	1625	3	2.646766169	72.185 		
27400	1628	3	2.651741294	72.320 		
27420	1631	1	2.651741294	72.320 		
27440	1632	1	2.656716418	72.456 		
27460	1633	2	2.666666667	72.727 		
27480	1635	4	2.666666667	72.727 		
27500	1639	3	2.666666667	72.727 		
27520	1642	3	2.666666667	72.727 		
27540	1645	3	2.671641791	72.863 		
27560	1648	1	2.671641791	72.863 		
27580	1649	1	2.676616915	72.999 		
27600	1650	1	2.68159204	73.134 		
27620	1651	2	2.691542289	73.406 		
27640	1653	4	2.701492537	73.677 		
27660	1657	4	2.696517413	73.541 		
27680	1661	4	2.686567164	73.270 		
27700	1665	3	2.68159204	73.134 		
27720	1668	1	2.676616915	72.999 		
27740	1669	1	2.691542289	73.406 		
27760	1670	2	2.706467662	73.813 		
27780	1672	4	2.711442786	73.948 		
27800	1676	4	2.701492537	73.677 		
27820	1680	3	2.696517413	73.541 		
27840	1683	1	2.691542289	73.406 		
27860	1684	1	2.701492537	73.677 		
27880	1685	4	2.701492537	73.677 		
27900	1689	4	2.691542289	73.406 		
27920	1693	3	2.686567164	73.270 		
27940	1696	3	2.686567164	73.270 		
27960	1699	3	2.686567164	73.270 		
27980	1702	4	2.68159204	73.134 		
28000	1706	4	2.68159204	73.134 		
28020	1710	4	2.671641791	72.863 		
28040	1714	3	2.671641791	72.863 		
28060	1717	1	2.666666667	72.727 		
28080	1718	1	2.68159204	73.134 		
28100	1719	3	2.686567164	73.270 		
28120	1722	3	2.691542289	73.406 		
28140	1725	3	2.686567164	73.270 		
28160	1728	1	2.691542289	73.406 		
28180	1729	4	2.696517413	73.541 		
28200	1733	4	2.696517413	73.541 		
28220	1737	3	2.68159204	73.134 		
28240	1740	1	2.686567164	73.270 		
28260	1741	3	2.696517413	73.541 		
28280	1744	2	2.691542289	73.406 		
28300	1746	2	2.696517413	73.541 		
28320	1748	6	2.691542289	73.406 		
28340	1754	1	2.68159204	73.134 		
28360	1755	2	2.68159204	73.134 		
28380	1757	4	2.691542289	73.406 		
28400	1761	4	2.686567164	73.270 		
28420	1765	3	2.676616915	72.999 		
28440	1768	1	2.676616915	72.999 		
28460	1769	1	2.691542289	73.406 		
28480	1770	2	2.696517413	73.541 		
28500	1772	4	2.701492537	73.677 		
28520	1776	1	2.691542289	73.406 		
28540	1777	1	2.701492537	73.677 		
28560	1778	2	2.706467662	73.813 		
28580	1780	4	2.711442786	73.948 		
28600	1784	1	2.711442786	73.948 		
28620	1785	1	2.711442786	73.948 		
28640	1786	4	2.726368159	74.355 		
28660	1790	3	2.721393035	74.220 		
28680	1793	1	2.71641791	74.084 		
28700	1794	1	2.731343284	74.491 		
28720	1795	4	2.726368159	74.355 		
28740	1799	4	2.731343284	74.491 		
28760	1803	3	2.731343284	74.491 		
28780	1806	1	2.731343284	74.491 		
28800	1807	1	2.746268657	74.898 		
28820	1808	4	2.756218905	75.170 		
28840	1812	3	2.741293532	74.763 		
28860	1815	1	2.746268657	74.898 		
28880	1816	4	2.756218905	75.170 		
28900	1820	3	2.751243781	75.034 		
28920	1823	1	2.756218905	75.170 		
28940	1824	2	2.766169154	75.441 		
28960	1826	3	2.766169154	75.441 		
28980	1829	4	2.771144279	75.577 		
29000	1833	4	2.76119403	75.305 		
29020	1837	3	2.76119403	75.305 		
29040	1840	1	2.751243781	75.034 		
29060	1841	1	2.756218905	75.170 		
29080	1842	2	2.756218905	75.170 		
29100	1844	3	2.766169154	75.441 		
29120	1847	4	2.756218905	75.170 		
29140	1851	0	2.756218905	75.170 		
